productid,date,item,transid,month,weekday
1851,11/30/2015,root vegetables,306616769,11,Monday
7292,11/27/2015,pork,125916766,11,Friday
2456,01/28/2015,turkey,224516463,1,Wednesday
7325,3/1/2015,tropical fruit,328916495,3,Sunday
2464,08/22/2015,sausage,374216669,8,Saturday
2464,4/9/2015,sausage,453716534,4,Thursday
7292,09/29/2015,pork,453116707,9,Tuesday
2464,10/5/2015,sausage,376416713,10,Monday
5324,08/13/2015,grapes,158116660,8,Thursday
5324,2/11/2015,grapes,285916477,2,Wednesday
1733,3/6/2015,other vegetables,217516500,3,Friday
6059,11/3/2015,pot plants,130116742,11,Tuesday
8147,11/1/2015,bottled water,346516740,11,Sunday
9267,06/27/2015,prosecco,220316613,6,Saturday
2224,08/16/2015,UHT-milk,211316663,8,Sunday
8147,01/26/2015,bottled water,307216461,1,Monday
8730,08/17/2015,rolls/buns,280516664,8,Monday
8919,07/14/2015,specialty chocolate,251116630,7,Tuesday
8144,01/26/2015,beef,212016461,1,Monday
7325,04/24/2015,tropical fruit,234616549,4,Friday
8144,10/14/2015,beef,207116722,10,Wednesday
8730,02/26/2015,rolls/buns,261016492,2,Thursday
1123,11/18/2015,berries,348916757,11,Wednesday
2464,08/13/2015,sausage,345816660,8,Thursday
2379,2/6/2015,chicken,486916472,2,Friday
2464,4/11/2015,sausage,258016536,4,Saturday
1172,06/24/2015,shopping bags,330516610,6,Wednesday
8479,06/24/2015,canned beer,381116610,6,Wednesday
5655,08/16/2015,soda,178216663,8,Sunday
2703,4/7/2015,yogurt,305016532,4,Tuesday
8730,09/14/2015,rolls/buns,492416692,9,Monday
8730,11/21/2015,rolls/buns,148016760,11,Saturday
2199,08/15/2015,whole milk,350816662,8,Saturday
6341,11/18/2015,citrus fruit,254516757,11,Wednesday
6341,6/6/2015,citrus fruit,363816592,6,Saturday
1865,12/30/2015,brown bread,397116799,12,Wednesday
7325,4/6/2015,tropical fruit,453616531,4,Monday
4549,6/12/2015,frankfurter,270716598,6,Friday
3059,09/29/2015,coffee,138216707,9,Tuesday
9301,09/14/2015,ham,464816692,9,Monday
1733,04/18/2015,other vegetables,269916543,4,Saturday
2464,2/5/2015,sausage,311916471,2,Thursday
7292,9/9/2015,pork,469516687,9,Wednesday
6341,08/24/2015,citrus fruit,477816671,8,Monday
7325,04/26/2015,tropical fruit,345116551,4,Sunday
1733,12/16/2015,other vegetables,222116785,12,Wednesday
7292,11/23/2015,pork,421716762,11,Monday
2379,6/7/2015,chicken,133416593,6,Sunday
1851,11/22/2015,root vegetables,249916761,11,Sunday
6341,07/21/2015,citrus fruit,358516637,7,Tuesday
2155,11/8/2015,fruit/vegetable juice,316116747,11,Sunday
8144,6/6/2015,beef,243416592,6,Saturday
4549,1/6/2015,frankfurter,444816441,1,Tuesday
4549,07/13/2015,frankfurter,459716629,7,Monday
8144,10/9/2015,beef,458416717,10,Friday
9301,3/10/2015,ham,160616504,3,Tuesday
1172,11/12/2015,shopping bags,332316751,11,Thursday
7292,03/14/2015,pork,130816508,3,Saturday
8694,10/7/2015,condensed milk,133116715,10,Wednesday
2379,01/30/2015,chicken,238616465,1,Friday
2464,02/28/2015,sausage,391016494,2,Saturday
5930,8/1/2015,bottled beer,427416648,8,Saturday
2379,01/21/2015,chicken,310116456,1,Wednesday
5190,12/23/2015,finished products,441616792,12,Wednesday
7292,12/9/2015,pork,237516778,12,Wednesday
1851,9/9/2015,root vegetables,181916687,9,Wednesday
3893,10/2/2015,domestic eggs,398116710,10,Friday
3893,6/1/2015,domestic eggs,355316587,6,Monday
8147,01/28/2015,bottled water,384616463,1,Wednesday
3695,02/23/2015,cling film/bags,303716489,2,Monday
1733,2/9/2015,other vegetables,346916475,2,Monday
2199,12/9/2015,whole milk,160116778,12,Wednesday
2464,3/3/2015,sausage,404016497,3,Tuesday
2464,6/7/2015,sausage,392616593,6,Sunday
7325,10/14/2015,tropical fruit,420116722,10,Wednesday
4549,09/30/2015,frankfurter,427416708,9,Wednesday
7434,04/13/2015,frozen potato products,266516538,4,Monday
4549,10/8/2015,frankfurter,315316716,10,Thursday
4549,9/7/2015,frankfurter,269116685,9,Monday
2379,07/31/2015,chicken,402216647,7,Friday
7325,11/10/2015,tropical fruit,371616749,11,Tuesday
5930,10/12/2015,bottled beer,453716720,10,Monday
6341,6/11/2015,citrus fruit,487516597,6,Thursday
4417,09/25/2015,hamburger meat,382216703,9,Friday
2379,12/12/2015,chicken,360916781,12,Saturday
7292,08/23/2015,pork,442816670,8,Sunday
8730,04/16/2015,rolls/buns,394716541,4,Thursday
8147,08/17/2015,bottled water,244816664,8,Monday
2464,4/11/2015,sausage,268816536,4,Saturday
7434,07/24/2015,frozen potato products,376416640,7,Friday
4549,08/24/2015,frankfurter,452316671,8,Monday
2464,08/30/2015,sausage,369816677,8,Sunday
7325,08/21/2015,tropical fruit,389816668,8,Friday
5930,10/2/2015,bottled beer,176116710,10,Friday
5930,1/11/2015,bottled beer,268916446,1,Sunday
8730,4/11/2015,rolls/buns,162716536,4,Saturday
6341,11/16/2015,citrus fruit,462916755,11,Monday
2703,12/30/2015,yogurt,279016799,12,Wednesday
2456,01/23/2015,turkey,449616458,1,Friday
5655,02/27/2015,soda,193416493,2,Friday
8479,2/12/2015,canned beer,251316478,2,Thursday
8479,01/28/2015,canned beer,329816463,1,Wednesday
2464,03/20/2015,sausage,421416514,3,Friday
7292,08/14/2015,pork,248016661,8,Friday
6348,03/29/2015,Instant food products,496216523,3,Sunday
4549,06/20/2015,frankfurter,396016606,6,Saturday
4155,01/23/2015,oil,207416458,1,Friday
2379,10/3/2015,chicken,262516711,10,Saturday
8144,8/4/2015,beef,155716651,8,Tuesday
1592,08/28/2015,dessert,200716675,8,Friday
7292,10/7/2015,pork,212016715,10,Wednesday
5468,9/8/2015,curd,428916686,9,Tuesday
2379,01/31/2015,chicken,235616466,1,Saturday
8853,09/30/2015,whipped/sour cream,430116708,9,Wednesday
4549,2/7/2015,frankfurter,295016473,2,Saturday
4549,7/2/2015,frankfurter,226316618,7,Thursday
4927,11/25/2015,liver loaf,318616764,11,Wednesday
7292,7/1/2015,pork,265516617,7,Wednesday
4549,06/18/2015,frankfurter,149116604,6,Thursday
7292,2/10/2015,pork,206916476,2,Tuesday
7292,09/20/2015,pork,301216698,9,Sunday
5655,02/24/2015,soda,268116490,2,Tuesday
1851,11/6/2015,root vegetables,414416745,11,Friday
8853,10/7/2015,whipped/sour cream,391916715,10,Wednesday
8014,6/1/2015,chocolate,277716587,6,Monday
2199,5/9/2015,whole milk,411916564,5,Saturday
7292,06/23/2015,pork,359716609,6,Tuesday
3059,05/15/2015,coffee,211016570,5,Friday
8730,04/19/2015,rolls/buns,352316544,4,Sunday
6341,09/14/2015,citrus fruit,336416692,9,Monday
6341,9/8/2015,citrus fruit,375916686,9,Tuesday
5655,11/15/2015,soda,401416754,11,Sunday
5739,08/27/2015,cream cheese,314016674,8,Thursday
5655,06/24/2015,soda,278716610,6,Wednesday
2379,11/16/2015,chicken,252516755,11,Monday
9038,12/5/2015,frozen fish,255516774,12,Saturday
2464,4/7/2015,sausage,241916532,4,Tuesday
8144,08/21/2015,beef,425716668,8,Friday
9301,06/16/2015,ham,426716602,6,Tuesday
2379,9/8/2015,chicken,236416686,9,Tuesday
6415,5/4/2015,herbs,400816559,5,Monday
5324,06/28/2015,grapes,123116614,6,Sunday
7325,5/6/2015,tropical fruit,165116561,5,Wednesday
4549,5/11/2015,frankfurter,137116566,5,Monday
9677,9/9/2015,onions,250116687,9,Wednesday
2464,5/2/2015,sausage,146716557,5,Saturday
6341,5/4/2015,citrus fruit,101516559,5,Monday
4417,2/10/2015,hamburger meat,469716476,2,Tuesday
4549,09/30/2015,frankfurter,272716708,9,Wednesday
2464,6/10/2015,sausage,359216596,6,Wednesday
1851,07/19/2015,root vegetables,127916635,7,Sunday
4155,4/2/2015,oil,170816527,4,Thursday
8479,1/5/2015,canned beer,230516440,1,Monday
2789,7/3/2015,newspapers,329416619,7,Friday
3472,09/16/2015,pip fruit,414716694,9,Wednesday
3059,9/3/2015,coffee,385016681,9,Thursday
9585,12/22/2015,red/blush wine,162416791,12,Tuesday
9677,5/6/2015,onions,302316561,5,Wednesday
4549,08/26/2015,frankfurter,277116673,8,Wednesday
1821,4/1/2015,meat,114416526,4,Wednesday
2199,05/18/2015,whole milk,393816573,5,Monday
1592,9/7/2015,dessert,418016685,9,Monday
4417,7/9/2015,hamburger meat,105316625,7,Thursday
8073,07/27/2015,chewing gum,267116643,7,Monday
8147,9/9/2015,bottled water,200116687,9,Wednesday
7271,09/29/2015,beverages,209516707,9,Tuesday
2199,12/8/2015,whole milk,324516777,12,Tuesday
6341,04/18/2015,citrus fruit,487816543,4,Saturday
7325,3/9/2015,tropical fruit,348916503,3,Monday
5207,07/25/2015,cat food,330016641,7,Saturday
2199,02/14/2015,whole milk,309016480,2,Saturday
5655,02/18/2015,soda,444116484,2,Wednesday
2464,05/18/2015,sausage,124216573,5,Monday
1851,6/11/2015,root vegetables,119016597,6,Thursday
1123,7/6/2015,berries,198316622,7,Monday
1733,08/24/2015,other vegetables,187216671,8,Monday
2464,12/9/2015,sausage,429116778,12,Wednesday
7271,12/11/2015,beverages,440016780,12,Friday
2379,2/5/2015,chicken,162816471,2,Thursday
2199,03/21/2015,whole milk,134516515,3,Saturday
2464,4/2/2015,sausage,273216527,4,Thursday
9301,10/29/2015,ham,341016737,10,Thursday
2199,2/9/2015,whole milk,192016475,2,Monday
1851,09/20/2015,root vegetables,324116698,9,Sunday
6341,04/26/2015,citrus fruit,296216551,4,Sunday
4549,4/10/2015,frankfurter,249216535,4,Friday
7353,11/5/2015,ice cream,241616744,11,Thursday
2464,3/8/2015,sausage,153816502,3,Sunday
1851,10/23/2015,root vegetables,380116731,10,Friday
9301,09/29/2015,ham,320216707,9,Tuesday
3059,02/28/2015,coffee,447116494,2,Saturday
6341,10/14/2015,citrus fruit,493916722,10,Wednesday
6059,03/13/2015,pot plants,257516507,3,Friday
1733,12/23/2015,other vegetables,441916792,12,Wednesday
2199,12/1/2015,whole milk,421716770,12,Tuesday
6493,1/10/2015,zwieback,196816445,1,Saturday
2379,8/12/2015,chicken,308416659,8,Wednesday
6095,06/18/2015,butter,480716604,6,Thursday
9301,11/22/2015,ham,478116761,11,Sunday
2199,10/6/2015,whole milk,243216714,10,Tuesday
6341,9/5/2015,citrus fruit,295116683,9,Saturday
9301,5/9/2015,ham,145216564,5,Saturday
8479,07/23/2015,canned beer,160316639,7,Thursday
4549,11/21/2015,frankfurter,472716760,11,Saturday
2379,11/19/2015,chicken,475116758,11,Thursday
4549,01/24/2015,frankfurter,429616459,1,Saturday
5930,11/11/2015,bottled beer,255516750,11,Wednesday
1733,06/20/2015,other vegetables,141616606,6,Saturday
7434,08/18/2015,frozen potato products,191916665,8,Tuesday
2379,7/2/2015,chicken,206916618,7,Thursday
2464,07/23/2015,sausage,450916639,7,Thursday
8479,07/22/2015,canned beer,486416638,7,Wednesday
2703,1/4/2015,yogurt,157516439,1,Sunday
7240,09/28/2015,frozen meals,296916706,9,Monday
3730,12/20/2015,canned fruit,430116789,12,Sunday
6095,12/2/2015,butter,385516771,12,Wednesday
2703,04/16/2015,yogurt,320216541,4,Thursday
6341,03/14/2015,citrus fruit,216716508,3,Saturday
1821,1/7/2015,meat,414816442,1,Wednesday
1851,01/28/2015,root vegetables,251716463,1,Wednesday
4549,03/24/2015,frankfurter,284016518,3,Tuesday
7325,06/19/2015,tropical fruit,121216605,6,Friday
2703,6/1/2015,yogurt,273516587,6,Monday
1851,07/31/2015,root vegetables,121216647,7,Friday
2703,03/26/2015,yogurt,132416520,3,Thursday
4155,06/29/2015,oil,243116615,6,Monday
6341,6/8/2015,citrus fruit,452616594,6,Monday
8144,6/12/2015,beef,166216598,6,Friday
6341,10/15/2015,citrus fruit,380216723,10,Thursday
1592,1/8/2015,dessert,253216443,1,Thursday
5468,03/26/2015,curd,131616520,3,Thursday
8147,7/1/2015,bottled water,230416617,7,Wednesday
2464,02/13/2015,sausage,195516479,2,Friday
6415,01/31/2015,herbs,224316466,1,Saturday
1508,8/3/2015,dog food,385916650,8,Monday
8128,8/2/2015,packaged fruit/vegetables,315616649,8,Sunday
4549,10/23/2015,frankfurter,460516731,10,Friday
5190,09/27/2015,finished products,186416705,9,Sunday
4155,05/13/2015,oil,410216568,5,Wednesday
5468,05/22/2015,curd,483516577,5,Friday
6415,03/14/2015,herbs,166816508,3,Saturday
2464,5/2/2015,sausage,313016557,5,Saturday
2199,11/20/2015,whole milk,111016759,11,Friday
2464,7/7/2015,sausage,224016623,7,Tuesday
5655,02/17/2015,soda,464716483,2,Tuesday
2199,2/7/2015,whole milk,387216473,2,Saturday
1851,10/24/2015,root vegetables,318416732,10,Saturday
9048,7/8/2015,sugar,462316624,7,Wednesday
5739,02/25/2015,cream cheese,211116491,2,Wednesday
1733,06/19/2015,other vegetables,306816605,6,Friday
8296,05/21/2015,frozen fruits,453316576,5,Thursday
8853,06/30/2015,whipped/sour cream,392616616,6,Tuesday
2703,06/18/2015,yogurt,160516604,6,Thursday
7292,06/15/2015,pork,446816601,6,Monday
5324,09/24/2015,grapes,204116702,9,Thursday
2199,5/11/2015,whole milk,383516566,5,Monday
2464,2/3/2015,sausage,360116469,2,Tuesday
8479,06/29/2015,canned beer,230716615,6,Monday
1821,04/18/2015,meat,176716543,4,Saturday
5655,12/21/2015,soda,425116790,12,Monday
5930,11/2/2015,bottled beer,136516741,11,Monday
2199,4/11/2015,whole milk,166516536,4,Saturday
2379,06/25/2015,chicken,244716611,6,Thursday
3472,9/5/2015,pip fruit,482516683,9,Saturday
7292,02/23/2015,pork,484416489,2,Monday
4155,3/3/2015,oil,331916497,3,Tuesday
2199,11/7/2015,whole milk,253616746,11,Saturday
3472,8/10/2015,pip fruit,185716657,8,Monday
1851,07/27/2015,root vegetables,413316643,7,Monday
9301,06/20/2015,ham,212816606,6,Saturday
7353,09/24/2015,ice cream,179316702,9,Thursday
2464,02/15/2015,sausage,344516481,2,Sunday
7333,07/17/2015,detergent,204116633,7,Friday
4155,03/23/2015,oil,117816517,3,Monday
7325,04/21/2015,tropical fruit,208016546,4,Tuesday
8632,09/17/2015,photo/film,192816695,9,Thursday
2224,5/8/2015,UHT-milk,288416563,5,Friday
1821,01/25/2015,meat,353216460,1,Sunday
5324,11/20/2015,grapes,189216759,11,Friday
4927,11/3/2015,liver loaf,288016742,11,Tuesday
8144,02/14/2015,beef,203316480,2,Saturday
1851,01/17/2015,root vegetables,317616452,1,Saturday
7292,01/16/2015,pork,376816451,1,Friday
3578,12/7/2015,butter milk,340416776,12,Monday
1865,11/22/2015,brown bread,389116761,11,Sunday
6415,12/26/2015,herbs,297416795,12,Saturday
2789,3/7/2015,newspapers,383116501,3,Saturday
1603,3/2/2015,brandy,192416496,3,Monday
8093,08/21/2015,pastry,418216668,8,Friday
7271,05/24/2015,beverages,181116579,5,Sunday
2224,11/13/2015,UHT-milk,128316752,11,Friday
5739,03/15/2015,cream cheese,215416509,3,Sunday
8730,10/23/2015,rolls/buns,454316731,10,Friday
8730,12/3/2015,rolls/buns,464216772,12,Thursday
8730,02/18/2015,rolls/buns,236016484,2,Wednesday
2464,03/31/2015,sausage,323116525,3,Tuesday
8269,9/8/2015,hard cheese,135616686,9,Tuesday
8479,8/10/2015,canned beer,489516657,8,Monday
8479,12/1/2015,canned beer,339016770,12,Tuesday
6341,3/6/2015,citrus fruit,449516500,3,Friday
2703,04/22/2015,yogurt,120216547,4,Wednesday
2703,09/23/2015,yogurt,181116701,9,Wednesday
7762,02/20/2015,salty snack,499616486,2,Friday
7325,8/2/2015,tropical fruit,329116649,8,Sunday
6341,11/27/2015,citrus fruit,187816766,11,Friday
8730,06/27/2015,rolls/buns,148316613,6,Saturday
8853,09/23/2015,whipped/sour cream,468316701,9,Wednesday
6341,9/8/2015,citrus fruit,438616686,9,Tuesday
3578,11/15/2015,butter milk,482516754,11,Sunday
1733,05/13/2015,other vegetables,254916568,5,Wednesday
8479,10/11/2015,canned beer,496516719,10,Sunday
5655,9/10/2015,soda,325116688,9,Thursday
7325,11/20/2015,tropical fruit,493216759,11,Friday
3059,07/23/2015,coffee,398616639,7,Thursday
9301,01/19/2015,ham,161616454,1,Monday
8853,7/2/2015,whipped/sour cream,123916618,7,Thursday
6341,2/9/2015,citrus fruit,499316475,2,Monday
1592,12/18/2015,dessert,276216787,12,Friday
2199,9/8/2015,whole milk,103516686,9,Tuesday
8479,05/16/2015,canned beer,471716571,5,Saturday
8730,11/17/2015,rolls/buns,466216756,11,Tuesday
9078,10/10/2015,fish,426716718,10,Saturday
1821,01/18/2015,meat,350016453,1,Sunday
2464,08/21/2015,sausage,486616668,8,Friday
1733,06/18/2015,other vegetables,249216604,6,Thursday
7325,2/9/2015,tropical fruit,104416475,2,Monday
2987,12/19/2015,baby cosmetics,207016788,12,Saturday
6341,8/6/2015,citrus fruit,376116653,8,Thursday
7325,10/7/2015,tropical fruit,114516715,10,Wednesday
4461,6/6/2015,spices,332416592,6,Saturday
2464,12/26/2015,sausage,445516795,12,Saturday
2464,07/30/2015,sausage,346516646,7,Thursday
8144,01/16/2015,beef,394016451,1,Friday
8479,10/31/2015,canned beer,493416739,10,Saturday
8479,01/22/2015,canned beer,379316457,1,Thursday
8730,12/2/2015,rolls/buns,295616771,12,Wednesday
2199,07/20/2015,whole milk,366216636,7,Monday
1851,04/14/2015,root vegetables,375516539,4,Tuesday
2703,5/11/2015,yogurt,417316566,5,Monday
9677,3/6/2015,onions,335316500,3,Friday
4417,9/3/2015,hamburger meat,219316681,9,Thursday
8274,6/2/2015,napkins,208616588,6,Tuesday
1733,03/20/2015,other vegetables,157016514,3,Friday
2379,07/31/2015,chicken,123316647,7,Friday
1821,01/30/2015,meat,464716465,1,Friday
8730,1/3/2015,rolls/buns,317816438,1,Saturday
6095,9/4/2015,butter,276516682,9,Friday
2464,1/4/2015,sausage,422116439,1,Sunday
8730,12/12/2015,rolls/buns,426516781,12,Saturday
1733,05/26/2015,other vegetables,353216581,5,Tuesday
4549,9/3/2015,frankfurter,196716681,9,Thursday
2789,02/25/2015,newspapers,347416491,2,Wednesday
2456,1/5/2015,turkey,407516440,1,Monday
9677,5/11/2015,onions,155116566,5,Monday
2199,11/7/2015,whole milk,460916746,11,Saturday
2703,09/26/2015,yogurt,197516704,9,Saturday
8853,9/9/2015,whipped/sour cream,485916687,9,Wednesday
7461,10/31/2015,frozen vegetables,150216739,10,Saturday
6341,04/21/2015,citrus fruit,190116546,4,Tuesday
9677,07/20/2015,onions,448716636,7,Monday
2464,06/29/2015,sausage,336416615,6,Monday
1733,10/14/2015,other vegetables,253716722,10,Wednesday
4549,08/22/2015,frankfurter,471916669,8,Saturday
3893,12/11/2015,domestic eggs,234816780,12,Friday
8730,12/3/2015,rolls/buns,429416772,12,Thursday
5930,1/12/2015,bottled beer,377416447,1,Monday
3198,10/15/2015,waffles,225016723,10,Thursday
8694,5/7/2015,condensed milk,303416562,5,Thursday
8479,8/7/2015,canned beer,179916654,8,Friday
1821,11/7/2015,meat,127816746,11,Saturday
2199,04/22/2015,whole milk,283716547,4,Wednesday
4927,08/15/2015,liver loaf,305616662,8,Saturday
4549,10/15/2015,frankfurter,244716723,10,Thursday
2379,10/27/2015,chicken,145216735,10,Tuesday
4549,01/31/2015,frankfurter,483816466,1,Saturday
3472,7/4/2015,pip fruit,482216620,7,Saturday
1851,5/2/2015,root vegetables,257116557,5,Saturday
3472,02/27/2015,pip fruit,431016493,2,Friday
7292,7/11/2015,pork,213316627,7,Saturday
1733,10/17/2015,other vegetables,356816725,10,Saturday
8093,11/10/2015,pastry,447416749,11,Tuesday
2464,01/27/2015,sausage,335416462,1,Tuesday
1902,6/4/2015,processed cheese,238916590,6,Thursday
8274,7/5/2015,napkins,174216621,7,Sunday
1821,05/18/2015,meat,257416573,5,Monday
8093,4/7/2015,pastry,449816532,4,Tuesday
2464,04/30/2015,sausage,461216555,4,Thursday
3472,01/29/2015,pip fruit,107516464,1,Thursday
7461,01/22/2015,frozen vegetables,137116457,1,Thursday
6341,06/21/2015,citrus fruit,296016607,6,Sunday
1733,02/23/2015,other vegetables,443416489,2,Monday
4549,10/12/2015,frankfurter,137816720,10,Monday
2464,01/25/2015,sausage,161516460,1,Sunday
8144,2/8/2015,beef,250316474,2,Sunday
4417,4/1/2015,hamburger meat,238116526,4,Wednesday
2703,08/25/2015,yogurt,161316672,8,Tuesday
7271,08/26/2015,beverages,103116673,8,Wednesday
2199,4/1/2015,whole milk,320016526,4,Wednesday
8730,02/24/2015,rolls/buns,113816490,2,Tuesday
7325,05/24/2015,tropical fruit,495816579,5,Sunday
6341,02/15/2015,citrus fruit,485816481,2,Sunday
2199,12/8/2015,whole milk,161616777,12,Tuesday
6341,2/3/2015,citrus fruit,127016469,2,Tuesday
5655,01/27/2015,soda,234716462,1,Tuesday
4549,12/4/2015,frankfurter,207616773,12,Friday
2464,7/7/2015,sausage,359716623,7,Tuesday
8274,09/29/2015,napkins,215116707,9,Tuesday
2703,11/7/2015,yogurt,294016746,11,Saturday
6415,12/14/2015,herbs,347516783,12,Monday
2464,03/15/2015,sausage,271516509,3,Sunday
2703,10/2/2015,yogurt,364416710,10,Friday
7292,01/25/2015,pork,457316460,1,Sunday
5468,11/29/2015,curd,164916768,11,Sunday
4549,08/17/2015,frankfurter,407916664,8,Monday
4549,11/13/2015,frankfurter,184416752,11,Friday
5468,12/8/2015,curd,142016777,12,Tuesday
4927,07/23/2015,liver loaf,287916639,7,Thursday
7292,6/8/2015,pork,244016594,6,Monday
9782,12/29/2015,specialty bar,409516798,12,Tuesday
7353,11/15/2015,ice cream,243716754,11,Sunday
9782,01/24/2015,specialty bar,132416459,1,Saturday
2703,12/15/2015,yogurt,418416784,12,Tuesday
7461,10/3/2015,frozen vegetables,457416711,10,Saturday
8730,03/26/2015,rolls/buns,488116520,3,Thursday
8093,8/4/2015,pastry,379016651,8,Tuesday
7292,03/17/2015,pork,261616511,3,Tuesday
5468,6/4/2015,curd,127516590,6,Thursday
8144,04/15/2015,beef,213116540,4,Wednesday
2703,2/3/2015,yogurt,250916469,2,Tuesday
2379,08/31/2015,chicken,307716678,8,Monday
7333,9/12/2015,detergent,365316690,9,Saturday
3472,12/26/2015,pip fruit,292216795,12,Saturday
3059,01/27/2015,coffee,297116462,1,Tuesday
7325,09/28/2015,tropical fruit,146316706,9,Monday
5949,10/11/2015,sauces,432316719,10,Sunday
7292,7/1/2015,pork,263216617,7,Wednesday
2703,6/4/2015,yogurt,148116590,6,Thursday
8274,3/6/2015,napkins,128316500,3,Friday
1733,2/1/2015,other vegetables,116416467,2,Sunday
2379,9/11/2015,chicken,427516689,9,Friday
7292,02/18/2015,pork,260016484,2,Wednesday
1851,08/15/2015,root vegetables,208416662,8,Saturday
9301,02/20/2015,ham,162116486,2,Friday
2199,3/6/2015,whole milk,129116500,3,Friday
5655,04/25/2015,soda,330116550,4,Saturday
8730,1/8/2015,rolls/buns,271516443,1,Thursday
7325,08/26/2015,tropical fruit,415016673,8,Wednesday
7325,10/11/2015,tropical fruit,177516719,10,Sunday
2464,2/4/2015,sausage,207316470,2,Wednesday
5930,08/22/2015,bottled beer,191216669,8,Saturday
2456,6/6/2015,turkey,403316592,6,Saturday
1821,02/28/2015,meat,487716494,2,Saturday
2199,09/28/2015,whole milk,259016706,9,Monday
5655,01/28/2015,soda,398216463,1,Wednesday
8730,6/9/2015,rolls/buns,278216595,6,Tuesday
1592,01/27/2015,dessert,210016462,1,Tuesday
2464,12/21/2015,sausage,178516790,12,Monday
7292,04/28/2015,pork,316616553,4,Tuesday
4417,03/29/2015,hamburger meat,225116523,3,Sunday
2464,02/20/2015,sausage,152816486,2,Friday
8730,03/29/2015,rolls/buns,201216523,3,Sunday
2400,10/28/2015,misc. beverages,330916736,10,Wednesday
8093,9/8/2015,pastry,122016686,9,Tuesday
5655,06/17/2015,soda,216516603,6,Wednesday
2199,2/1/2015,whole milk,333716467,2,Sunday
3893,12/30/2015,domestic eggs,405816799,12,Wednesday
5655,05/27/2015,soda,100016582,5,Wednesday
3472,6/8/2015,pip fruit,335716594,6,Monday
2703,1/8/2015,yogurt,222216443,1,Thursday
4549,11/14/2015,frankfurter,120716753,11,Saturday
8919,6/7/2015,specialty chocolate,351116593,6,Sunday
2464,8/2/2015,sausage,217116649,8,Sunday
4155,9/1/2015,oil,307816679,9,Tuesday
7325,06/25/2015,tropical fruit,387916611,6,Thursday
6341,2/6/2015,citrus fruit,347216472,2,Friday
8274,11/3/2015,napkins,451916742,11,Tuesday
2199,10/26/2015,whole milk,327516734,10,Monday
3059,09/13/2015,coffee,176316691,9,Sunday
7325,05/27/2015,tropical fruit,461916582,5,Wednesday
8479,6/5/2015,canned beer,295516591,6,Friday
5930,11/15/2015,bottled beer,270016754,11,Sunday
8479,05/28/2015,canned beer,283016583,5,Thursday
8390,08/21/2015,rum,494016668,8,Friday
8730,06/29/2015,rolls/buns,131116615,6,Monday
8093,5/1/2015,pastry,411616556,5,Friday
2199,03/22/2015,whole milk,147616516,3,Sunday
5324,11/4/2015,grapes,291816743,11,Wednesday
2199,11/1/2015,whole milk,412116740,11,Sunday
2703,11/1/2015,yogurt,182416740,11,Sunday
1851,7/5/2015,root vegetables,429316621,7,Sunday
8093,12/5/2015,pastry,430816774,12,Saturday
8479,07/14/2015,canned beer,299816630,7,Tuesday
2464,1/5/2015,sausage,287416440,1,Monday
7325,2/11/2015,tropical fruit,128116477,2,Wednesday
4549,01/14/2015,frankfurter,347116449,1,Wednesday
8730,08/15/2015,rolls/buns,193616662,8,Saturday
4549,05/30/2015,frankfurter,416316585,5,Saturday
2464,12/29/2015,sausage,336916798,12,Tuesday
2199,01/13/2015,whole milk,233516448,1,Tuesday
2199,02/15/2015,whole milk,395716481,2,Sunday
2199,5/2/2015,whole milk,484116557,5,Saturday
9301,12/7/2015,ham,218416776,12,Monday
2199,12/29/2015,whole milk,311816798,12,Tuesday
8144,04/25/2015,beef,472816550,4,Saturday
3893,8/11/2015,domestic eggs,252716658,8,Tuesday
5655,11/8/2015,soda,292616747,11,Sunday
2199,11/1/2015,whole milk,177316740,11,Sunday
9301,6/12/2015,ham,180116598,6,Friday
5468,11/13/2015,curd,191616752,11,Friday
8147,4/4/2015,bottled water,252316529,4,Saturday
3578,6/8/2015,butter milk,255016594,6,Monday
7292,05/19/2015,pork,131916574,5,Tuesday
7292,05/16/2015,pork,164916571,5,Saturday
2456,8/7/2015,turkey,220216654,8,Friday
5739,07/16/2015,cream cheese,256916632,7,Thursday
7325,08/22/2015,tropical fruit,292516669,8,Saturday
8730,06/24/2015,rolls/buns,229316610,6,Wednesday
6341,10/11/2015,citrus fruit,219016719,10,Sunday
4549,12/24/2015,frankfurter,223416793,12,Thursday
8853,10/24/2015,whipped/sour cream,477916732,10,Saturday
7325,10/27/2015,tropical fruit,303116735,10,Tuesday
4549,7/5/2015,frankfurter,427516621,7,Sunday
2464,5/9/2015,sausage,269616564,5,Saturday
2464,8/2/2015,sausage,445316649,8,Sunday
2464,2/8/2015,sausage,477616474,2,Sunday
8155,10/12/2015,sliced cheese,347116720,10,Monday
7969,01/21/2015,candy,314316456,1,Wednesday
7325,04/22/2015,tropical fruit,431216547,4,Wednesday
3472,5/4/2015,pip fruit,332716559,5,Monday
6341,5/6/2015,citrus fruit,434416561,5,Wednesday
4417,3/11/2015,hamburger meat,171816505,3,Wednesday
1733,7/10/2015,other vegetables,304116626,7,Friday
2204,2/6/2015,nuts/prunes,411016472,2,Friday
9301,04/28/2015,ham,294716553,4,Tuesday
9301,12/6/2015,ham,428016775,12,Sunday
6095,11/15/2015,butter,302216754,11,Sunday
